['bright', 'green', 'action', 'black', 'dark']
['snowboarding', 'snowboarder', 'skateboarder', 'helmet', 'jump']
['sign', 'people', 'says', 'standing', 'crowd']
['blurry', 'closeup', 'sitting', 'gold', 'round']
['sign', 'man', 'bathroom', 'wearing', 'signs']
['ripe', 'sky', 'picture', 'commuter', 'says']
['close', 'white', 'dog', 'sitting', 'dogs']
['man', 'happy', 'wearing', 'sign', 'face']
['sign', 'dark', 'black', 'closed', 'large']
['people', 'group', 'talking', 'men', 'posing']
['beach', 'blue', 'sand', 'tray', 'loaded']
['sign', 'pictures', 'drink', 'sitting', 'hot']
['group', 'people', 'crowd', 'field', 'standing']
['luggage', 'airport', 'people', 'group', 'station']
['hand', 'holding', 'bird', 'persons', 'tiny']
['white', 'waves', 'water', 'tan', 'skis']
['man', 'drives', 'bed', 'sitting', 'guy']
['screen', 'woman', 'picture', 'lady', 'camera']
['sheet', 'sign', 'stone', 'statue', 'drawn']
['man', 'tie', 'face', 'shirt', 'smile']
['sign', 'black', 'scissors', 'flight', 'eyes']
['player', 'man', 'crowd', 'people', 'surfboard']
['ripe', 'commuter', 'zebras', 'picture', 'sheet']
['bike', 'bicycle', 'sitting', 'room', 'man']
['sitting', 'man', 'coat', 'woman', 'people']
['business', 'suit', 'man', 'dressed', 'men']
['group', 'people', 'black', 'dressed', 'standing']
['man', 'crowd', 'race', 'game', 'snowboarder']
['man', 'smiling', 'posing', 'poses', 'wearing']
['sign', 'ground', 'sitting', 'road', 'piece']
['man', 'posing', 'tiled', 'holding', 'striped']
['chips', 'black', 'picture', 'sale', 'types']
['uniform', 'wearing', 'picture', 'glass', 'image']
['green', 'man', 'horse', 'picture', 'wearing']
['mountains', 'mountain', 'man', 'water', 'rock']
['woman', 'girl', 'smiling', 'glasses', 'standing']
['jacket', 'wearing', 'man', 'yellow', 'tie']
['refrigerator', 'purple', 'pink', 'ties', 'types']
['showing', 'picture', 'photo', 'man', 'different']
['people', 'group', 'sitting', 'men', 'game']
['bow', 'purple', 'rear', 'close', 'parked']
['room', 'sitting', 'people', 'computers', 'group']
['picture', 'hill', 'pitcher', 'pictures', 'white']
['photos', 'man', 'pictures', 'working', 'pitcher']
['snow', 'street', 'near', 'boarder', 'ground']
['woman', 'standing', 'posing', 'winter', 'smiling']
['surfing', 'white', 'small', 'sitting', 'looking']
['woman', 'girl', 'holding', 'snow', 'young']
['lit', 'food', 'sale', 'mans', 'store']
['picture', 'man', 'smiling', 'photo', 'standing']
['man', 'standing', 'wearing', 'posing', 'cap']
['bathroom', 'picture', 'photos', 'different', 'dark']
['woman', 'girl', 'white', 'young', 'photo']
['man', 'sitting', 'uniform', 'riding', 'beer']
['chips', 'store', 'shelves', 'sitting', 'covered']
['man', 'head', 'camera', 'teeth', 'picture']
['holding', 'cell', 'hand', 'person', 'wearing']
['photo', 'posing', 'picture', 'young', 'standing']
['baseball', 'player', 'glove', 'ball', 'standing']
['game', 'scene', 'player', 'clock', 'swings']
['black', 'sign', 'cover', 'photograph', 'picture']
['people', 'group', 'crowd', 'room', 'sitting']
['woman', 'dark', 'smiling', 'pretty', 'dressed']
['clocks', 'animals', 'vintage', 'different', 'variety']
['sign', 'shelves', 'teddy', 'city', 'scissors']
['sign', 'picture', 'man', 'blue', 'posing']
['man', 'smiling', 'suit', 'wearing', 'business']
['playing', 'game', 'soccer', 'ball', 'player']
['bears', 'people', 'posing', 'women', 'woman']
['sunglasses', 'glasses', 'wearing', 'man', 'people']
['hand', 'held', 'car', 'holding', 'sitting']
['woman', 'young', 'standing', 'girl', 'sitting']
['screen', 'clocks', 'bird', 'commuter', 'bathroom']
['man', 'blue', 'looking', 'wrapped', 'holding']
['red', 'lots', 'train', 'counter', 'pink']
['city', 'green', 'large', 'row', 'line']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['woman', 'standing', 'people', 'background', 'face']
['gray', 'black', 'single', 'white', 'video']
['black', 'picture', 'gray', 'vintage', 'white']
['man', 'holding', 'standing', 'dressed', 'black']
['men', 'man', 'red', 'suits', 'wearing']
['ties', 'signs', 'bathroom', 'man', 'device']
['woman', 'white', 'posing', 'photo', 'sitting']
['books', 'book', 'sitting', 'filled', 'multiple']
['head', 'large', 'standing', 'looking', 'rest']
['woman', 'wearing', 'black', 'hair', 'posing']
['bunch', 'snowy', 'sign', 'blue', 'large']
['remote', 'control', 'multiple', 'different', 'pool']
['teddy', 'bear', 'stuffed', 'wall', 'brown']
['man', 'person', 'using', 'older', 'couch']
['pictures', 'photos', 'chocolate', 'various', 'showing']
['hair', 'face', 'wearing', 'girl', 'woman']
['slope', 'seen', 'white', 'person', 'little']
['man', 'player', 'smiling', 'holding', 'baseball']
['overhead', 'ramp', 'snowboarding', 'performing', 'snowboard']
['sign', 'says', 'black', 'white', 'reads']
['wave', 'ocean', 'water', 'surfboard', 'large']
['couch', 'sofa', 'laying', 'sitting', 'young']
['man', 'face', 'making', 'shirt', 'looking']
['drawn', 'pastry', 'dirt', 'decorated', 'wall']
['picture', 'ear', 'sign', 'business', 'pictures']
['smoke', 'blurry', 'sky', 'airplanes', 'flying']
['posing', 'pose', 'phones', 'smiling', 'girls']
['tie', 'man', 'suit', 'talking', 'wearing']
['sign', 'reading', 'cover', 'man', 'people']
['snowy', 'snow', 'slope', 'blue', 'seen']
['scissors', 'beneath', 'bright', 'eyes', 'picture']
['standing', 'bathroom', 'holding', 'dressed', 'woman']
['horses', 'black', 'ocean', 'flock', 'water']
['night', 'standing', 'wearing', 'blue', 'holding']
['bottle', 'blue', 'person', 'palm', 'holding']
['sign', 'floors', 'boarder', 'says', 'purple']
['painting', 'drawn', 'vintage', 'snowy', 'mother']
['green', 'pants', 'rock', 'blurry', 'skate']
['photos', 'showing', 'skiers', 'book', 'pictures']
['bear', 'showing', 'black', 'picture', 'dark']
['picture', 'smart', 'showing', 'gray', 'screen']
['city', 'ship', 'large', 'water', 'buildings']
['woman', 'beautiful', 'pretty', 'girl', 'black']
['man', 'scissors', 'sitting', 'sign', 'photos']
['shorts', 'woman', 'short', 'uniforms', 'holding']
['man', 'closed', 'talking', 'sign', 'phone']
['dog', 'office', 'sitting', 'desk', 'black']
['ripe', 'picture', 'silver', 'photo', 'sky']
['bunch', 'ties', 'picture', 'hanging', 'mounted']
['woman', 'black', 'girl', 'phone', 'face']
['bathroom', 'picture', 'banana', 'vintage', 'paper']
['dog', 'sitting', 'fresh', 'brown', 'look']
['dark', 'man', 'night', 'cell', 'phone']
['man', 'wearing', 'tie', 'looking', 'picture']
['blue', 'woman', 'phone', 'holding', 'cell']
['cover', 'american', 'sign', 'underneath', 'stop']
['tie', 'woman', 'black', 'girl', 'hair']
['blurry', 'sign', 'black', 'dark', 'night']
['statue', 'smiling', 'picture', 'held', 'sitting']
['zebras', 'bright', 'smart', 'picture', 'stuffed']
['store', 'man', 'people', 'street', 'outside']
['black', 'sign', 'dark', 'baseball', 'sky']
['standing', 'tie', 'jacket', 'looking', 'man']
['truck', 'parked', 'docked', 'car', 'bus']
['posing', 'man', 'smiling', 'photo', 'picture']
['air', 'trick', 'person', 'woman', 'racket']
['yellow', 'blue', 'colorful', 'bright', 'beach']
['sign', 'cover', 'signs', 'man', 'person']
['ripe', 'sky', 'picture', 'black', 'gray']
['woman', 'young', 'brushing', 'cellphone', 'sitting']
['light', 'dark', 'baked', 'room', 'lit']
['man', 'player', 'male', 'himself', 'face']
['rock', 'box', 'half', 'paper', 'sitting']
['man', 'holding', 'looking', 'young', 'phone']
['closeup', 'screen', 'ripe', 'pictures', 'photos']
['sitting', 'woman', 'talking', 'wearing', 'man']
['group', 'standing', 'people', 'men', 'photo']
['painting', 'old', 'picture', 'photo', 'woman']
['brushing', 'toothbrush', 'girl', 'woman', 'hair']
['tennis', 'court', 'woman', 'ball', 'female']
['car', 'parked', 'red', 'parking', 'lot']
['office', 'bright', 'backpack', 'man', 'sign']
['train', 'painted', 'yellow', 'green', 'white']
['couch', 'baby', 'remote', 'man', 'laying']
['yellow', 'sitting', 'toy', 'train', 'mouse']
['man', 'window', 'sitting', 'doorway', 'coat']
['man', 'standing', 'food', 'street', 'outside']
['sitting', 'paper', 'white', 'scissors', 'table']
['sky', 'cloudy', 'clouds', 'dark', 'flying']
['bicycle', 'man', 'sitting', 'bike', 'holding']
['sign', 'photo', 'picture', 'traffic', 'phone']
['bed', 'laying', 'girl', 'sitting', 'book']
['man', 'phone', 'posing', 'wearing', 'picture']
['man', 'happy', 'wearing', 'holding', 'standing']
['purple', 'pink', 'girl', 'smiling', 'young']
['player', 'field', 'man', 'action', 'playing']
['sunglasses', 'glasses', 'wearing', 'sun', 'man']
['people', 'group', 'skating', 'standing', 'snowboard']
['bathroom', 'pool', 'boarder', 'toilet', 'showing']
['baseball', 'player', 'players', 'trick', 'sitting']
['glasses', 'man', 'drinking', 'wearing', 'taking']
['tree', 'colorful', 'bird', 'leaves', 'grass']
['green', 'painted', 'coffee', 'bottle', 'face']
['showing', 'photos', 'picture', 'pictures', 'vintage']
['man', 'shirt', 'wearing', 'looking', 'male']
['lights', 'smiles', 'makes', 'man', 'wearing']
['white', 'stuffed', 'black', 'wearing', 'striped']
['man', 'standing', 'window', 'holding', 'bath']
['white', 'red', 'image', 'picture', 'close']
['costume', 'hair', 'pose', 'women', 'mans']
['man', 'holding', 'phone', 'teeth', 'cell']
['truck', 'decker', 'road', 'trailer', 'red']
['showing', 'commuter', 'clocks', 'bathroom', 'wood']
['man', 'standing', 'mountain', 'flying', 'hill']
['holding', 'sign', 'man', 'standing', 'wearing']
['sign', 'blue', 'clock', 'woman', 'picture']
['ripe', 'picture', 'gray', 'sky', 'eyes']
['sign', 'signs', 'yellow', 'traffic', 'black']
['woman', 'hair', 'picture', 'beautiful', 'girl']
['meter', 'box', 'picture', 'woman', 'photo']
['motorcycle', 'round', 'sitting', 'neck', 'bedroom']
['red', 'wearing', 'man', 'hand', 'person']
['purple', 'picture', 'ear', 'black', 'items']
['holding', 'man', 'ocean', 'painting', 'black']
['screen', 'sitting', 'red', 'event', 'place']
['man', 'picture', 'pointing', 'photograph', 'glasses']
['doughnuts', 'personal', 'toothbrush', 'refrigerator', 'man']
['man', 'cellphone', 'wearing', 'looking', 'hat']
['benches', 'path', 'lined', 'fence', 'leaves']
['sky', 'flying', 'green', 'sign', 'dark']
['yellow', 'lays', 'orange', 'man', 'standing']
['plate', 'prepared', 'green', 'sitting', 'holds']
['game', 'photos', 'ball', 'playing', 'player']
['smart', 'cover', 'screen', 'blue', 'commuter']
['showing', 'yellow', 'banana', 'background', 'close']
['sign', 'says', 'red', 'tie', 'photos']
['stuffed', 'hair', 'head', 'phone', 'clock']
['vintage', 'picture', 'beach', 'stuffed', 'seated']
['sign', 'frisbee', 'giving', 'commercial', 'hot']
['black', 'gold', 'sitting', 'standing', 'photo']
['wearing', 'umbrella', 'dress', 'woman', 'black']
['man', 'picture', 'ripe', 'photo', 'face']
['glasses', 'motorcycle', 'scissors', 'face', 'staring']
['dark', 'black', 'graffiti', 'white', 'clocks']
['says', 'sign', 'commuter', 'picture', 'airplanes']
['night', 'car', 'airplane', 'parked', 'airplanes']
['bed', 'remote', 'laying', 'blanket', 'brown']
['picture', 'color', 'pictures', 'snowboarding', 'sign']
['bathroom', 'picture', 'skateboard', 'snowy', 'smart']
['poses', 'woman', 'posing', 'cell', 'dress']
['picture', 'photo', 'men', 'horses', 'bunch']
['window', 'large', 'different', 'picture', 'room']
['sitting', 'bench', 'shoes', 'park', 'sits']
['ties', 'posing', 'suits', 'pose', 'men']
['sitting', 'black', 'background', 'gray', 'sky']
['tennis', 'court', 'racket', 'outfit', 'player']
['dog', 'brown', 'mouth', 'standing', 'moving']
['clock', 'cars', 'city', 'large', 'people']
['man', 'wearing', 'men', 'suit', 'posing']
['racket', 'sitting', 'man', 'holding', 'mirror']
['blue', 'woman', 'women', 'gear', 'white']
['scissors', 'face', 'picture', 'dark', 'makes']
['hydrant', 'feet', 'parked', 'edge', 'small']
['rug', 'luggage', 'floor', 'black', 'small']
['commercial', 'ripe', 'sky', 'sticking', 'commuter']
['holding', 'standing', 'sitting', 'woman', 'young']
['girl', 'woman', 'laying', 'bed', 'hair']
['sign', 'cover', 'reading', 'painting', 'book']
['man', 'asian', 'posing', 'standing', 'men']
['trees', 'giraffes', 'group', 'sunset', 'leaves']
['room', 'sitting', 'small', 'mouse', 'table']
['woman', 'cell', 'young', 'girl', 'outside']
['men', 'standing', 'man', 'room', 'holding']
['book', 'bear', 'hot', 'airplanes', 'dogs']
['stuffed', 'office', 'standing', 'bright', 'animal']
['clock', 'keyboard', 'building', 'large', 'bikes']
['man', 'white', 'hair', 'black', 'face']
['throw', 'dark', 'leaning', 'turned', 'writing']
['dirty', 'player', 'blue', 'man', 'standing']
['fancy', 'gray', 'landing', 'sheet', 'beneath']
['blue', 'sky', 'itself', 'snow', 'snowboard']
['leather', 'rider', 'shoes', 'motor', 'blue']
['woman', 'hair', 'girl', 'bushes', 'posing']
['smile', 'posing', 'girls', 'little', 'uniforms']
['showing', 'clocks', 'screen', 'snowy', 'resting']
['player', 'screen', 'tan', 'blue', 'tv']
['snow', 'mountains', 'skiing', 'riding', 'dressed']
['man', 'picture', 'air', 'phone', 'sky']
['tan', 'bird', 'yellow', 'clocks', 'flight']
['stall', 'men', 'group', 'standing', 'stand']
['man', 'brush', 'talking', 'poses', 'glasses']
['beach', 'water', 'body', 'ocean', 'pool']
['women', 'men', 'people', 'couple', 'holding']
['cell', 'phone', 'cellphone', 'holding', 'boy']
['airplane', 'showing', 'water', 'sign', 'flying']
['slope', 'kite', 'hanging', 'wall', 'picture']
['dark', 'picture', 'green', 'cellphone', 'photograph']
['baseball', 'sign', 'sky', 'look', 'giant']
['lake', 'land', 'water', 'wire', 'large']
['tie', 'suit', 'man', 'wearing', 'photo']
['different', 'types', 'various', 'pastries', 'display']
['fun', 'man', 'bed', 'talking', 'holding']
['boat', 'lake', 'skiing', 'water', 'small']
['green', 'blue', 'player', 'man', 'wearing']
['ear', 'brushing', 'female', 'face', 'staring']
['man', 'glasses', 'older', 'looking', 'wearing']
['tent', 'people', 'baseball', 'standing', 'group']
['standing', 'group', 'talking', 'tennis', 'people']
['woman', 'girl', 'beautiful', 'pretty', 'hair']
['picture', 'showing', 'sitting', 'bear', 'kitten']
['person', 'hands', 'man', 'legs', 'persons']
['woman', 'black', 'ear', 'people', 'business']
['airport', 'airplane', 'construction', 'air', 'person']
['woman', 'smiling', 'girl', 'hat', 'smiles']
['wearing', 'man', 'smile', 'close', 'cell']
['woman', 'tiled', 'beautiful', 'pretty', 'posing']
['bird', 'bathroom', 'picture', 'bright', 'showing']
['wearing', 'red', 'man', 'black', 'shirt']
['toilets', 'box', 'track', 'sitting', 'white']
['showing', 'picture', 'person', 'screen', 'bathroom']
['cover', 'man', 'subway', 'sign', 'black']
['group', 'people', 'picture', 'posing', 'photo']
['blue', 'laying', 'toys', 'playing', 'lying']
['man', 'tie', 'wearing', 'standing', 'suit']
['man', 'holding', 'banana', 'cell', 'young']
['woman', 'blurry', 'man', 'cell', 'phone']
['pillows', 'eyes', 'photograph', 'blue', 'road']
['hair', 'sitting', 'donut', 'woman', 'white']
['woman', 'phone', 'girl', 'picture', 'holding']
['woman', 'girl', 'brushing', 'posing', 'toothbrush']
['man', 'wearing', 'tie', 'hair', 'shirt']
['pictures', 'fun', 'mother', 'picture', 'photo']
['man', 'boy', 'holding', 'couple', 'right']
['woman', 'displaying', 'girl', 'wearing', 'lady']
['man', 'picture', 'reads', 'tv', 'phone']
['man', 'trick', 'skateboarder', 'uniforms', 'yellow']
['men', 'man', 'ties', 'standing', 'suit']
['bathroom', 'vintage', 'picture', 'enjoying', 'showing']
['book', 'photos', 'boxes', 'boards', 'pictures']
['drawn', 'stuff', 'snowy', 'tree', 'flock']
['sign', 'signs', 'zebras', 'screen', 'showing']
['laying', 'floor', 'cat', 'lying', 'white']
['sign', 'picture', 'large', 'white', 'blue']
['closeup', 'picture', 'close', 'different', 'pictures']
['shoes', 'black', 'person', 'holding', 'book']
['clocks', 'showing', 'bathroom', 'ripe', 'commuter']
['people', 'group', 'sitting', 'blue', 'harbor']
['sign', 'bright', 'blue', 'laptop', 'picture']
['equipment', 'old', 'chocolate', 'sitting', 'wall']
['wearing', 'girl', 'hat', 'sunglasses', 'helmet']
['water', 'waters', 'white', 'sandy', 'sitting']
['sitting', 'phone', 'man', 'seated', 'young']
['restroom', 'man', 'young', 'holding', 'person']
['woman', 'pretty', 'lady', 'posing', 'beautiful']
['pictures', 'different', 'shows', 'image', 'picture']
['elephant', 'standing', 'large', 'grassy', 'grass']
['standing', 'group', 'men', 'wearing', 'holding']
['pile', 'stack', 'messy', 'sitting', 'boxes']
['tv', 'television', 'playing', 'screen', 'man']
['picture', 'bunch', 'paper', 'lot', 'hanging']
['man', 'picture', 'standing', 'person', 'flying']
['man', 'picture', 'board', 'wearing', 'hair']
['water', 'standing', 'beach', 'people', 'dress']
['apples', 'carpet', 'vintage', 'animals', 'sitting']
['jacket', 'tie', 'cell', 'standing', 'man']
['picture', 'flock', 'showing', 'bird', 'photo']
['screen', 'green', 'picture', 'perched', 'bunch']
['cars', 'parked', 'car', 'building', 'window']
['man', 'smiles', 'young', 'shirt', 'camera']
['man', 'legs', 'poses', 'dog', 'holding']
['woman', 'pretty', 'hair', 'girl', 'posing']
['woman', 'smiling', 'pretty', 'yellow', 'wearing']
['commercial', 'picture', 'ripe', 'bathroom', 'vintage']
['purple', 'blue', 'center', 'different', 'screen']
['sign', 'picture', 'street', 'photo', 'attached']
['sign', 'town', 'black', 'photo', 'picture']
['standing', 'man', 'wall', 'clothes', 'black']
['man', 'phone', 'posing', 'wearing', 'picture']
['mouse', 'sitting', 'white', 'teddy', 'colored']
['bathroom', 'picture', 'vintage', 'alongside', 'bright']
['costume', 'professional', 'frisbee', 'playing', 'game']
['bathroom', 'eyes', 'office', 'shorts', 'gray']
['screen', 'colors', 'people', 'showing', 'large']
['bright', 'road', 'scissors', 'showing', 'sign']
['hats', 'woman', 'group', 'smiling', 'people']
['pictures', 'picture', 'photo', 'woods', 'showing']
['wearing', 'man', 'holding', 'little', 'cell']
['vintage', 'tracks', 'pier', 'decorated', 'kites']
['reads', 'car', 'fridge', 'white', 'sitting']
['standing', 'group', 'people', 'men', 'game']
['sign', 'business', 'building', 'subway', 'says']
['black', 'blue', 'holding', 'mans', 'playing']
['water', 'river', 'body', 'dock', 'harbor']
['scissors', 'sign', 'black', 'eyes', 'air']
['picture', 'motor', 'cover', 'sign', 'people']
['showing', 'bathroom', 'vintage', 'picture', 'screen']
['woman', 'posing', 'smiling', 'clean', 'asian']
['commuter', 'ties', 'displayed', 'signs', 'painting']
['wearing', 'man', 'bow', 'purple', 'tie']
['potatoes', 'food', 'carrots', 'table', 'pile']
['wave', 'blue', 'man', 'highway', 'skiing']
['snowboarding', 'purse', 'new', 'dark', 'standing']
['uniforms', 'soccer', 'team', 'standing', 'group']
['people', 'photograph', 'picture', 'group', 'showing']
['bathroom', 'gray', 'bird', 'eyes', 'black']
['vintage', 'picture', 'pictures', 'photo', 'drawn']
['cover', 'appliances', 'pink', 'picture', 'scissors']
['hat', 'wearing', 'man', 'meter', 'cap']
['dark', 'high', 'holding', 'white', 'standing']
['sunglasses', 'glasses', 'man', 'wearing', 'camera']
['people', 'standing', 'group', 'party', 'holding']
['bear', 'bears', 'teddy', 'blanket', 'bed']
['horse', 'horses', 'photos', 'red', 'standing']
['man', 'standing', 'picture', 'blue', 'hill']
['dark', 'man', 'glasses', 'lit', 'staring']
['young', 'cake', 'man', 'board', 'posing']
['bathroom', 'vintage', 'flying', 'picture', 'air']
['man', 'glasses', 'posing', 'refrigerator', 'camera']
['man', 'standing', 'young', 'holding', 'new']
['man', 'holding', 'hands', 'posing', 'giving']
['sign', 'man', 'swinging', 'picture', 'vintage']
['woman', 'phone', 'sitting', 'cellphone', 'beach']
['bathroom', 'eyes', 'ripe', 'picture', 'alongside']
['man', 'wearing', 'head', 'shirt', 'holding']
['ripe', 'showing', 'stop', 'window', 'yellow']
['multiple', 'blue', 'sitting', 'covered', 'parking']
['green', 'eyes', 'bathroom', 'bunch', 'black']
['player', 'game', 'ball', 'baseball', 'swinging']
['posing', 'group', 'standing', 'people', 'men']
['smart', 'showing', 'picture', 'pictures', 'screen']
['sitting', 'wall', 'group', 'wooden', 'restaurant']
['man', 'young', 'tennis', 'standing', 'holding']
['striped', 'standing', 'photo', 'cross', 'black']
['lots', 'player', 'game', 'people', 'baseball']
['man', 'tie', 'suit', 'wearing', 'blue']
['bathroom', 'picture', 'bright', 'commuter', 'photo']
['man', 'sitting', 'holding', 'blue', 'wearing']
['kites', 'sky', 'flying', 'paper', 'lift']
['screen', 'showing', 'flight', 'green', 'eyes']
['ties', 'posing', 'smiling', 'sunglasses', 'standing']
['man', 'men', 'showing', 'holding', 'talking']
['man', 'wearing', 'tie', 'jacket', 'dress']
['trees', 'park', 'green', 'time', 'sitting']
['posing', 'hair', 'boy', 'sitting', 'looking']
['signs', 'sign', 'different', 'street', 'assorted']
['black', 'books', 'sitting', 'long', 'book']
['bathroom', 'picture', 'gray', 'eyes', 'black']
['crowd', 'gear', 'skateboard', 'sign', 'people']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['man', 'games', 'color', 'photos', 'picture']
['photos', 'pictures', 'woman', 'man', 'glasses']
['man', 'wearing', 'looking', 'outfit', 'face']
['man', 'using', 'laptop', 'beach', 'closed']
['old', 'parked', 'building', 'parking', 'lot']
['posing', 'standing', 'men', 'group', 'man']
['man', 'blue', 'hitting', 'picture', 'photo']
['bathroom', 'showing', 'picture', 'beneath', 'commuter']
['vase', 'glass', 'inside', 'sitting', 'filled']
['clocks', 'bathroom', 'vintage', 'showing', 'picture']
['display', 'colorful', 'sitting', 'various', 'rest']
['man', 'standing', 'suit', 'picture', 'woman']
['taken', 'people', 'group', 'red', 'posing']
['trains', 'green', 'people', 'view', 'bunch']
['showing', 'picture', 'laptop', 'things', 'sitting']
['baseball', 'kneeling', 'holding', 'player', 'arms']
['bear', 'seen', 'dressed', 'woman', 'people']
['green', 'blue', 'sitting', 'table', 'cup']
['tie', 'held', 'clothes', 'staring', 'white']
['scissors', 'dark', 'black', 'picture', 'sky']
['appliances', 'showing', 'colors', 'picture', 'train']
['cake', 'chocolate', 'sign', 'writing', 'vintage']
['man', 'cellphone', 'phone', 'cell', 'person']
['brushing', 'woman', 'poses', 'hair', 'young']
['hats', 'room', 'standing', 'boy', 'wearing']
['cover', 'man', 'sign', 'reading', 'signs']
['women', 'people', 'group', 'girls', 'woman']
['women', 'people', 'woman', 'having', 'standing']
['holding', 'cell', 'bat', 'getting', 'hit']
['wearing', 'brushing', 'hair', 'posing', 'female']
['man', 'cell', 'phone', 'himself', 'cellphone']
['cover', 'surfboard', 'bathroom', 'picture', 'woman']
['posing', 'camera', 'office', 'man', 'tie']
['eyes', 'snowboarding', 'scissors', 'ripe', 'bright']
['kite', 'jump', 'kites', 'does', 'umbrellas']
['stuffed', 'screen', 'pictures', 'animals', 'food']
['screen', 'bathroom', 'laptop', 'bright', 'showing']
['sign', 'dress', 'skies', 'holding', 'like']
['doorway', 'bathroom', 'restroom', 'standing', 'ledge']
['pool', 'gray', 'sign', 'black', 'showing']
['holding', 'woman', 'holds', 'standing', 'cell']
['pretty', 'woman', 'girl', 'model', 'pictures']
['painting', 'fish', 'sign', 'items', 'display']
['sign', 'town', 'picture', 'fun', 'bunch']
['pictures', 'photos', 'picture', 'photo', 'showing']
['picture', 'skateboard', 'bat', 'swinging', 'photos']
['sitting', 'books', 'women', 'book', 'woman']
['decorated', 'stuffed', 'like', 'sky', 'female']
['showing', 'screen', 'clocks', 'electronic', 'bathroom']
['chocolate', 'sign', 'round', 'red', 'picture']
['hat', 'wearing', 'young', 'holding', 'pink']
['man', 'tie', 'wearing', 'glasses', 'smiling']
['holding', 'person', 'hand', 'black', 'sign']
['photo', 'talking', 'woman', 'holding', 'white']
['sign', 'dark', 'black', 'closed', 'large']
['signs', 'dark', 'people', 'directions', 'cell']
['roof', 'street', 'city', 'car', 'store']
['man', 'player', 'older', 'waiting', 'clothes']
['laptop', 'person', 'sitting', 'man', 'standing']
['posing', 'pose', 'group', 'standing', 'sign']
['man', 'picture', 'wearing', 'forest', 'yellow']
['dark', 'green', 'eyes', 'enjoying', 'flying']
['dress', 'posing', 'purple', 'woman', 'poses']
['red', 'ocean', 'blue', 'water', 'overlooking']
['reading', 'train', 'fence', 'look', 'sign']
['woman', 'cell', 'bathroom', 'standing', 'holding']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['noodles', 'food', 'plate', 'table', 'bowl']
['half', 'plate', 'table', 'cheese', 'eaten']
['standing', 'holding', 'baseball', 'women', 'black']
['picture', 'perched', 'bathroom', 'girls', 'elephants']
['sign', 'round', 'rest', 'control', 'crossing']
['pair', 'fork', 'device', 'sitting', 'person']
['picture', 'ripe', 'black', 'scissors', 'silver']
['eyes', 'clocks', 'bathroom', 'includes', 'alongside']
['sign', 'new', 'construction', 'large', 'roof']
['group', 'photo', 'players', 'people', 'picture']
['night', 'parked', 'car', 'city', 'lights']
['signs', 'walls', 'room', 'photos', 'action']
['baseball', 'uniform', 'mouse', 'carrying', 'photo']
['showing', 'picture', 'people', 'photograph', 'color']
['woman', 'holding', 'man', 'female', 'people']
['fence', 'cover', 'black', 'hole', 'white']
['boat', 'water', 'deck', 'background', 'sitting']
['black', 'photo', 'close', 'large', 'white']
['man', 'older', 'holding', 'black', 'wearing']
['scissors', 'ketchup', 'orange', 'air', 'image']
['sign', 'cover', 'held', 'paper', 'picture']
['game', 'playing', 'player', 'ball', 'field']
['screen', 'baked', 'tall', 'sitting', 'open']
['man', 'guy', 'posing', 'beer', 'dogs']
['sign', 'picture', 'sitting', 'commercial', 'black']
['leading', 'bathroom', 'wall', 'white', 'purple']
['cover', 'sign', 'man', 'posing', 'hands']
['room', 'business', 'sitting', 'people', 'group']
['holding', 'knife', 'man', 'young', 'playing']
['pictures', 'different', 'dogs', 'various', 'picture']
['ties', 'sign', 'picture', 'posing', 'photo']
['girls', 'beautiful', 'group', 'smiling', 'women']
['man', 'water', 'wet', 'hitting', 'smile']
['green', 'blue', 'sitting', 'table', 'cup']
['bathroom', 'commuter', 'clocks', 'picture', 'eyes']
['man', 'looking', 'white', 'black', 'wearing']
['man', 'cell', 'standing', 'black', 'building']
['woman', 'coat', 'hair', 'girl', 'standing']
['broccoli', 'blue', 'yellow', 'pieces', 'box']
['bathroom', 'picture', 'eyes', 'wild', 'harbor']
['meter', 'table', 'light', 'sitting', 'monitor']
['bathroom', 'scissors', 'ripe', 'picture', 'commuter']
['hard', 'wooden', 'cutting', 'wood', 'table']
['ripe', 'sky', 'picture', 'scissors', 'commuter']
['group', 'people', 'sitting', 'standing', 'posing']
['man', 'wearing', 'sign', 'picture', 'standing']
['commuter', 'picture', 'showing', 'screen', 'appliances']
['bathroom', 'vintage', 'picture', 'bird', 'bright']
['playing', 'woman', 'ladies', 'man', 'holding']
['water', 'ocean', 'surfboard', 'boat', 'wave']
['man', 'face', 'suit', 'wearing', 'tie']
['men', 'games', 'game', 'man', 'standing']
['sign', 'signs', 'street', 'pole', 'pointing']
['screen', 'showing', 'picture', 'flock', 'bird']
['dress', 'snowy', 'snowboarding', 'tower', 'like']
['baked', 'glasses', 'walls', 'nice', 'vanity']
['black', 'commuter', 'silver', 'building', 'picture']
['wearing', 'female', 'standing', 'man', 'looking']
['use', 'bowl', 'pool', 'sitting', 'held']
['man', 'staring', 'suit', 'holding', 'person']
['pink', 'purple', 'flower', 'cake', 'board']
['closeup', 'showing', 'cellphone', 'turned', 'sailing']
