['water', 'waters', 'dark', 'large', 'background']
['stuffed', 'bear', 'doll', 'new', 'posing']
['clock', 'picture', 'device', 'person', 'air']
['scissors', 'sign', 'dark', 'black', 'baseball']
['brightly', 'box', 'multi', 'colored', 'clock']
['pictures', 'picture', 'photo', 'woods', 'showing']
['man', 'crowd', 'standing', 'talking', 'men']
['tray', 'cup', 'juice', 'donuts', 'doughnuts']
['sign', 'air', 'sky', 'like', 'signs']
['picture', 'photo', 'wearing', 'man', 'like']
['tray', 'plate', 'sliced', 'displayed', 'spoon']
['screen', 'bathroom', 'laptop', 'bright', 'showing']
['people', 'group', 'terminal', 'large', 'suitcases']
['scissors', 'dark', 'black', 'picture', 'white']
['bat', 'trees', 'baseball', 'area', 'man']
['man', 'wearing', 'tie', 'camera', 'window']
['green', 'blue', 'sitting', 'table', 'cup']
['woman', 'hair', 'posing', 'girl', 'white']
['picture', 'ties', 'pictures', 'photo', 'showing']
['brushing', 'posing', 'young', 'woman', 'photos']
['sea', 'kites', 'water', 'sand', 'dock']
['talking', 'man', 'phone', 'cell', 'pictures']
['man', 'grey', 'young', 'skateboard', 'holding']
['scissors', 'dark', 'black', 'eyes', 'bright']
['sign', 'floors', 'boarder', 'says', 'purple']
['cup', 'coffee', 'soup', 'mug', 'spoon']
['man', 'pictures', 'picture', 'posing', 'photo']
['breakfast', 'beer', 'pie', 'box', 'cake']
['games', 'woman', 'holding', 'person', 'female']
['closeup', 'birds', 'perched', 'sky', 'picture']
['glove', 'sky', 'single', 'black', 'blurry']
['white', 'man', 'sitting', 'photo', 'black']
['suit', 'man', 'business', 'wearing', 'tie']
['decorated', 'curb', 'bus', 'red', 'public']
['eyes', 'plant', 'picture', 'vintage', 'bathroom']
['sign', 'book', 'passenger', 'bath', 'appears']
['picture', 'man', 'photo', 'pictures', 'sky']
['pictures', 'picture', 'photo', 'bathroom', 'cellphone']
['banana', 'yellow', 'sitting', 'colors', 'table']
['lays', 'screen', 'picture', 'laptop', 'banana']
['bathroom', 'picture', 'eyes', 'vintage', 'sign']
['yellow', 'cover', 'directions', 'screen', 'happy']
['table', 'tables', 'filled', 'sitting', 'small']
['sign', 'signs', 'box', 'underneath', 'green']
['harbor', 'flock', 'bird', 'beneath', 'picture']
['showing', 'screen', 'air', 'picture', 'sky']
['bed', 'woman', 'laying', 'lady', 'man']
['photos', 'pictures', 'showing', 'cows', 'picture']
['scissors', 'commercial', 'sticking', 'gray', 'plane']
['man', 'player', 'suit', 'black', 'court']
['picture', 'bathroom', 'sign', 'screen', 'showing']
['sign', 'says', 'held', 'reads', 'clocks']
['picture', 'screen', 'perched', 'sky', 'smart']
['bathroom', 'clocks', 'picture', 'office', 'bright']
['sign', 'herd', 'tooth', 'bear', 'small']
['jump', 'sea', 'picture', 'surfboard', 'like']
['keyboard', 'showing', 'screen', 'people', 'board']
['man', 'picture', 'pointing', 'photograph', 'glasses']
['black', 'baseball', 'dark', 'alongside', 'picture']
['screen', 'sky', 'control', 'blue', 'picture']
['noodles', 'food', 'plate', 'table', 'bowl']
['purple', 'use', 'pink', 'baked', 'party']
['bathroom', 'picture', 'bird', 'banana', 'vegetable']
['laptop', 'smart', 'picture', 'bathroom', 'screen']
['wii', 'man', 'sitting', 'video', 'desk']
['sign', 'yellow', 'road', 'picture', 'black']
['blue', 'wearing', 'white', 'snow', 'tie']
['hat', 'wearing', 'man', 'glasses', 'head']
['screen', 'snowy', 'sign', 'hydrant', 'mouse']
['room', 'living', 'dining', 'chairs', 'office']
['elephants', 'includes', 'closed', 'sign', 'airplane']
['man', 'pictures', 'tie', 'camera', 'young']
['ripe', 'elephants', 'bathroom', 'picture', 'says']
['sign', 'eyes', 'screen', 'bright', 'bunch']
['sign', 'pastries', 'lights', 'black', 'lit']
['skis', 'pictures', 'skier', 'black', 'red']
['picture', 'zebras', 'bathroom', 'showing', 'ripe']
['man', 'smiling', 'smiles', 'woman', 'face']
['stone', 'controllers', 'persons', 'shoes', 'fun']
['clock', 'landing', 'time', 'screen', 'plant']
['man', 'tennis', 'sign', 'cover', 'picture']
['yellow', 'little', 'young', 'photos', 'new']
['street', 'long', 'white', 'going', 'man']
['bathroom', 'picture', 'says', 'sign', 'ripe']
['man', 'picture', 'pictures', 'posing', 'cover']
['dark', 'cellphone', 'writing', 'photo', 'black']
['books', 'hard', 'showing', 'screen', 'used']
['glass', 'water', 'person', 'man', 'table']
['yellow', 'like', 'cake', 'train', 'decorated']
['picture', 'bathroom', 'pictures', 'alongside', 'road']
['man', 'guy', 'posing', 'beer', 'dogs']
['cell', 'man', 'phone', 'talking', 'person']
['field', 'grass', 'people', 'group', 'standing']
['screen', 'surfing', 'taken', 'showing', 'water']
['man', 'business', 'men', 'chair', 'photo']
['bike', 'sign', 'building', 'bicycle', 'outside']
['bears', 'decorated', 'black', 'train', 'sitting']
['smart', 'photos', 'pictures', 'cover', 'man']
['screen', 'colors', 'people', 'showing', 'large']
['man', 'standing', 'bear', 'action', 'looking']
['snow', 'people', 'riding', 'bikes', 'skiers']
['group', 'people', 'trying', 'game', 'friends']
['suitcase', 'luggage', 'suit', 'sticking', 'sitting']
['foods', 'food', 'plate', 'breakfast', 'including']
['sunglasses', 'woman', 'wearing', 'women', 'gear']
['woman', 'face', 'girl', 'grey', 'young']
['large', 'people', 'crowd', 'bunch', 'group']
['smart', 'closed', 'gray', 'picture', 'white']
['bathroom', 'white', 'floor', 'woman', 'leading']
['water', 'boats', 'mountains', 'seen', 'background']
['group', 'people', 'crowd', 'man', 'gathered']
['game', 'wii', 'video', 'playing', 'people']
['young', 'car', 'wii', 'doorway', 'sitting']
['hat', 'man', 'wearing', 'looking', 'himself']
['player', 'winter', 'gear', 'baseball', 'red']
['bird', 'screen', 'signs', 'picture', 'sign']
['man', 'face', 'says', 'glasses', 'staring']
['cloudy', 'sky', 'trains', 'kite', 'beach']
['woman', 'poses', 'phone', 'talking', 'cell']
['different', 'picture', 'showing', 'multiple', 'photos']
['man', 'pictures', 'smiling', 'posing', 'smile']
['sitting', 'women', 'woman', 'white', 'people']
['containing', 'blue', 'sand', 'model', 'photo']
['kicking', 'jumps', 'jumping', 'game', 'air']
['dress', 'holding', 'man', 'red', 'standing']
['yellow', 'person', 'man', 'holding', 'large']
['water', 'surfing', 'ocean', 'person', 'sitting']
['sign', 'sitting', 'couple', 'man', 'standing']
['beach', 'man', 'personal', 'tent', 'people']
['dog', 'neck', 'black', 'wearing', 'standing']
['hair', 'woman', 'young', 'pretty', 'girl']
['signs', 'screen', 'sign', 'vintage', 'brown']
['sitting', 'game', 'holding', 'woman', 'nintendo']
['woman', 'lady', 'pretty', 'wearing', 'hair']
['man', 'holding', 'player', 'shirt', 'tennis']
['black', 'photo', 'jump', 'picture', 'white']
['posing', 'woman', 'smile', 'beautiful', 'women']
['red', 'picture', 'white', 'silver', 'sitting']
['bright', 'mushrooms', 'sky', 'blue', 'yellow']
['man', 'sign', 'sitting', 'young', 'holding']
['cover', 'man', 'smart', 'wearing', 'graffiti']
['various', 'books', 'people', 'multiple', 'dark']
['man', 'sandwich', 'holding', 'sitting', 'picture']
['hair', 'man', 'holding', 'camera', 'wearing']
['smart', 'screen', 'picture', 'colors', 'resting']
['game', 'showing', 'set', 'tv', 'soccer']
['baseball', 'game', 'playing', 'field', 'standing']
['sitting', 'video', 'picture', 'showing', 'women']
['white', 'sky', 'atop', 'light', 'image']
['man', 'wearing', 'suit', 'tie', 'giving']
['skier', 'man', 'skis', 'player', 'riding']
['lights', 'night', 'christmas', 'purple', 'city']
['doughnut', 'donut', 'toothbrush', 'young', 'plain']
['hair', 'woman', 'holding', 'cell', 'phone']
['display', 'blue', 'bed', 'asian', 'woman']
['screen', 'showing', 'different', 'hydrant', 'bunch']
['clock', 'held', 'white', 'large', 'person']
['dog', 'black', 'head', 'white', 'small']
['tower', 'holding', 'men', 'man', 'sitting']
['pictures', 'multiple', 'items', 'various', 'different']
['plate', 'prepared', 'green', 'sitting', 'holds']
['player', 'ball', 'baseball', 'game', 'uniform']
['pepperoni', 'pizzas', 'pizza', 'trays', 'pan']
['steps', 'man', 'hold', 'holding', 'cross']
['blue', 'woman', 'purple', 'pretty', 'girl']
['man', 'dark', 'glasses', 'chips', 'picture']
['sitting', 'look', 'group', 'people', 'picture']
['pictures', 'photos', 'different', 'kites', 'showing']
['bowls', 'set', 'towel', 'cups', 'placed']
['bathroom', 'clocks', 'beneath', 'bird', 'screen']
['woman', 'tie', 'dress', 'standing', 'airplanes']
['bathroom', 'office', 'clocks', 'picture', 'shorts']
['sign', 'pillows', 'shopping', 'skateboards', 'closed']
['posing', 'holding', 'standing', 'poses', 'woman']
['man', 'sign', 'player', 'event', 'white']
['people', 'group', 'crowd', 'posing', 'standing']
['picture', 'closeup', 'wearing', 'like', 'different']
['sunglasses', 'wearing', 'glasses', 'girl', 'woman']
['commuter', 'picture', 'microwave', 'vintage', 'pictures']
['sign', 'black', 'eaten', 'boarder', 'picture']
['team', 'snowy', 'man', 'orange', 'group']
['pictures', 'people', 'reads', 'holding', 'man']
['woman', 'wearing', 'toothbrush', 'staring', 'pretty']
['red', 'white', 'modern', 'like', 'sitting']
['hair', 'smiling', 'young', 'holding', 'wearing']
['says', 'sign', 'snowy', 'bathroom', 'ski']
['bathroom', 'picture', 'birds', 'alongside', 'vintage']
['man', 'wearing', 'red', 'baseball', 'person']
['woman', 'girls', 'red', 'group', 'girl']
['man', 'window', 'smiles', 'smiling', 'looking']
['holding', 'games', 'man', 'standing', 'young']
['brick', 'skateboard', 'black', 'man', 'young']
['man', 'woman', 'appears', 'posing', 'standing']
['young', 'child', 'hair', 'smile', 'boy']
['beach', 'people', 'screen', 'flying', 'standing']
['shaped', 'train', 'cake', 'multi', 'colorful']
['cat', 'laying', 'bed', 'pillow', 'rests']
['night', 'dark', 'body', 'city', 'lit']
['dessert', 'sign', 'woman', 'photo', 'picture']
['wood', 'wooden', 'restroom', 'sitting', 'brown']
['clocks', 'sign', 'picture', 'large', 'painting']
['man', 'shirt', 'tie', 'close', 'himself']
['people', 'men', 'horses', 'man', 'standing']
['man', 'standing', 'black', 'white', 'woman']
['flags', 'flower', 'black', 'background', 'red']
['men', 'man', 'business', 'standing', 'ties']
['writing', 'paper', 'sitting', 'box', 'remote']
['filled', 'people', 'large', 'view', 'lots']
['sky', 'picture', 'pictures', 'bright', 'bathroom']
['hair', 'man', 'looking', 'wearing', 'white']
['smiling', 'smile', 'woman', 'posing', 'camera']
['standing', 'teeth', 'man', 'skiers', 'holding']
['white', 'rocks', 'standing', 'black', 'path']
['woman', 'pink', 'girl', 'wearing', 'poses']
['teeth', 'posing', 'pictures', 'cups', 'picture']
['writing', 'underneath', 'man', 'bears', 'woman']
['couch', 'baby', 'small', 'holding', 'sofa']
['man', 'suit', 'standing', 'wearing', 'street']
['standing', 'posing', 'group', 'people', 'wine']
['bathroom', 'picture', 'posing', 'snowy', 'group']
['scissors', 'smart', 'ripe', 'sign', 'bright']
['fashioned', 'photograph', 'baby', 'bear', 'picture']
['ripe', 'picture', 'bathroom', 'alongside', 'bright']
['hair', 'sitting', 'donut', 'woman', 'white']
['wearing', 'bright', 'hair', 'black', 'dark']
['dog', 'white', 'blanket', 'sitting', 'laying']
['baseball', 'man', 'red', 'player', 'wearing']
['pretty', 'hair', 'woman', 'girl', 'young']
['standing', 'man', 'men', 'holding', 'guys']
['writing', 'picture', 'sign', 'pictures', 'black']
['man', 'standing', 'field', 'baseball', 'parking']
['ripe', 'picture', 'showing', 'sky', 'photo']
['plate', 'fries', 'table', 'food', 'sitting']
['sky', 'black', 'dark', 'man', 'white']
['case', 'store', 'sit', 'wall', 'picture']
['wearing', 'hat', 'man', 'jacket', 'cap']
['roll', 'dark', 'center', 'blue', 'cup']
['man', 'smart', 'dark', 'black', 'looking']
['woman', 'blurry', 'man', 'cell', 'phone']
['hair', 'woman', 'smiling', 'posing', 'smile']
['cover', 'animals', 'sign', 'landing', 'held']
['face', 'eyes', 'hat', 'man', 'wearing']
['white', 'trash', 'bathroom', 'feeding', 'bowl']
['machine', 'eaten', 'rides', 'bright', 'pastries']
['smart', 'bathroom', 'picture', 'lays', 'snowy']
['bathroom', 'eyes', 'picture', 'bright', 'vintage']
['flock', 'drawn', 'birds', 'grazing', 'black']
['sign', 'plant', 'night', 'showing', 'large']
['sunset', 'sun', 'graze', 'birds', 'view']
['man', 'sitting', 'stuffed', 'holding', 'picture']
['bird', 'bathroom', 'showing', 'clocks', 'picture']
['group', 'team', 'young', 'field', 'soccer']
['hair', 'woman', 'poses', 'bushes', 'girl']
['sign', 'people', 'group', 'place', 'country']
['posing', 'standing', 'woman', 'black', 'cell']
['alongside', 'vintage', 'picture', 'smart', 'bathroom']
['decker', 'bus', 'double', 'red', 'sitting']
['photograph', 'wearing', 'action', 'painting', 'coat']
['book', 'men', 'man', 'standing', 'sitting']
['hair', 'scissors', 'glasses', 'woman', 'clean']
['multiple', 'different', 'books', 'mounted', 'cluttered']
['man', 'guys', 'lying', 'hands', 'cell']
['bears', 'horses', 'herd', 'group', 'variety']
['standing', 'man', 'purse', 'dinner', 'person']
['snow', 'herd', 'field', 'snowy', 'beach']
['wearing', 'young', 'hat', 'girl', 'pink']
['bathroom', 'alongside', 'commuter', 'ripe', 'eyes']
['tooth', 'face', 'man', 'himself', 'reflection']
['car', 'parked', 'cars', 'white', 'parking']
['pictures', 'picture', 'photos', 'photo', 'showing']
['airplane', 'sky', 'surfing', 'scene', 'plane']
['fashioned', 'photograph', 'baby', 'bear', 'picture']
['pants', 'young', 'holding', 'standing', 'boy']
['red', 'team', 'man', 'lights', 'night']
['piece', 'slice', 'white', 'plate', 'sitting']
['rain', 'city', 'group', 'black', 'bags']
['sign', 'people', 'street', 'underneath', 'reads']
['snow', 'people', 'standing', 'snowboarding', 'child']
['woman', 'girl', 'young', 'posing', 'controller']
['cups', 'people', 'crowd', 'group', 'ripe']
['man', 'sign', 'suit', 'older', 'looking']
['trees', 'sitting', 'bushes', 'tree', 'white']
['white', 'black', 'photo', 'picture', 'face']
['person', 'green', 'hands', 'hand', 'purple']
['riding', 'man', 'water', 'white', 'picture']
['showing', 'sitting', 'shown', 'hot', 'box']
['player', 'holding', 'man', 'players', 'young']
['man', 'talking', 'men', 'scissors', 'older']
['display', 'picture', 'shown', 'photo', 'image']
['shirt', 'man', 'wearing', 'pants', 'sweater']
['sky', 'picture', 'green', 'sticking', 'says']
['sign', 'gear', 'standing', 'vintage', 'picture']
['sign', 'dark', 'traffic', 'black', 'man']
['shaped', 'zebras', 'picture', 'closeup', 'cat']
['smile', 'hair', 'woman', 'girl', 'posing']
['group', 'people', 'room', 'large', 'sitting']
['signs', 'colors', 'action', 'different', 'pictures']
['standing', 'baseball', 'picture', 'photo', 'holding']
['sign', 'blue', 'clock', 'woman', 'picture']
['men', 'suits', 'ties', 'standing', 'posing']
['bright', 'clocks', 'showing', 'black', 'bathroom']
['man', 'costume', 'hat', 'standing', 'wearing']
['bathroom', 'picture', 'beneath', 'office', 'showing']
['man', 'brick', 'building', 'standing', 'doorway']
['green', 'kites', 'skis', 'yellow', 'multiple']
['woman', 'hair', 'brushing', 'pretty', 'looking']
['closed', 'man', 'board', 'blue', 'photograph']
['man', 'young', 'tie', 'dark', 'standing']
['court', 'holding', 'standing', 'players', 'net']
['cat', 'black', 'sitting', 'white', 'blanket']
['beneath', 'flying', 'sky', 'beach', 'city']
['man', 'jacket', 'smiling', 'wearing', 'standing']
['neck', 'hair', 'young', 'wearing', 'looking']
['remote', 'book', 'says', 'asian', 'old']
['plants', 'flowers', 'building', 'tables', 'garden']
['mirror', 'photograph', 'cover', 'man', 'shows']
['wearing', 'man', 'pastry', 'containing', 'dark']
['sitting', 'electronic', 'phones', 'machine', 'table']
['sitting', 'bed', 'black', 'holding', 'man']
['beer', 'box', 'bottles', 'display', 'shelf']
['police', 'crowd', 'people', 'race', 'large']
['picture', 'photo', 'wearing', 'dark', 'black']
['woman', 'bathroom', 'holding', 'holds', 'small']
['sunglasses', 'wearing', 'man', 'glasses', 'dressed']
['soccer', 'baseball', 'field', 'kicking', 'game']
['car', 'man', 'picture', 'vehicle', 'standing']
['women', 'people', 'group', 'girls', 'woman']
['woman', 'girls', 'women', 'beautiful', 'rice']
['woman', 'girl', 'beautiful', 'wearing', 'hair']
['old', 'attached', 'sitting', 'clock', 'clocks']
['showing', 'flower', 'pen', 'yellow', 'commuter']
['yellow', 'motorcycles', 'motorcycle', 'police', 'parked']
['throw', 'man', 'air', 'colorful', 'holding']
['photo', 'picture', 'water', 'man', 'black']
['snowboarding', 'bike', 'man', 'person', 'black']
['woman', 'girl', 'pretty', 'young', 'hair']
['skis', 'dressed', 'woman', 'skiing', 'hair']
['scissors', 'showing', 'picture', 'bright', 'sky']
['man', 'older', 'suit', 'wearing', 'men']
['blurry', 'rail', 'black', 'people', 'sitting']
['bathroom', 'gray', 'bird', 'eyes', 'black']
['red', 'vintage', 'engine', 'donut', 'steam']
['man', 'holding', 'camera', 'male', 'young']
['woman', 'standing', 'poses', 'smiling', 'sitting']
['bench', 'sitting', 'room', 'small', 'green']
['cat', 'sitting', 'looking', 'gray', 'long']
['woman', 'hair', 'wearing', 'girl', 'pretty']
['train', 'man', 'people', 'black', 'group']
['bed', 'laying', 'eyes', 'pictures', 'photos']
['woman', 'hair', 'tie', 'older', 'wearing']
['man', 'people', 'sitting', 'men', 'talking']
['tennis', 'buildings', 'view', 'city', 'large']
['woman', 'hair', 'girl', 'pretty', 'beautiful']
['woman', 'head', 'child', 'girl', 'young']
['young', 'woman', 'little', 'holding', 'game']
['picture', 'showing', 'perched', 'sky', 'green']
['eyes', 'blurry', 'man', 'woman', 'person']
['scissors', 'picture', 'showing', 'screen', 'pillow']
['posing', 'group', 'standing', 'girls', 'photo']
['man', 'suit', 'talking', 'wearing', 'dark']
['ramp', 'man', 'riding', 'skateboarding', 'city']
['sitting', 'table', 'room', 'woman', 'looking']
['man', 'bow', 'posing', 'wearing', 'camera']
['hat', 'dog', 'brown', 'cute', 'wearing']
['woman', 'wearing', 'girl', 'short', 'lady']
['tray', 'long', 'table', 'water', 'brown']
['hair', 'girl', 'young', 'smile', 'purple']
['night', 'sitting', 'table', 'group', 'couple']
['player', 'hit', 'ball', 'holding', 'bat']
['man', 'posing', 'surfer', 'picture', 'tie']
['holding', 'sitting', 'wheel', 'man', 'hand']
['screen', 'dark', 'sign', 'television', 'showing']
['standing', 'man', 'holding', 'game', 'people']
['alongside', 'commuter', 'picture', 'eyes', 'says']
['sitting', 'group', 'people', 'crowd', 'busy']
['baseball', 'sign', 'man', 'photos', 'photo']
['bear', 'teddy', 'snow', 'sitting', 'decorated']
['use', 'beach', 'flying', 'sign', 'ocean']
['frosting', 'green', 'yellow', 'eyes', 'leaves']
['photograph', 'standing', 'picture', 'holding', 'posing']
['cat', 'blanket', 'spoon', 'gray', 'eyes']
['people', 'group', 'women', 'standing', 'woman']
['pictures', 'picture', 'smiling', 'posing', 'photo']
['fridge', 'vases', 'jump', 'skiing', 'holding']
['brushing', 'staring', 'camera', 'young', 'orange']
['picture', 'bathroom', 'phone', 'cellphone', 'showing']
['drawn', 'white', 'fish', 'blue', 'like']
['car', 'parked', 'red', 'things', 'truck']
['woman', 'girl', 'sitting', 'face', 'looking']
['man', 'equipment', 'sitting', 'people', 'electronic']
['sky', 'flying', 'standing', 'man', 'trees']
['baby', 'tie', 'wearing', 'young', 'head']
['phone', 'man', 'person', 'signs', 'dark']
['fruit', 'orange', 'pedestrians', 'placed', 'look']
['blue', 'sign', 'eyes', 'green', 'pillows']
['standing', 'pants', 'young', 'shorts', 'beach']
['group', 'riding', 'people', 'moving', 'man']
['car', 'parked', 'red', 'parking', 'lot']
['suit', 'man', 'business', 'posing', 'tie']
['fashioned', 'photograph', 'baby', 'bear', 'picture']
['woman', 'pink', 'girl', 'beautiful', 'pretty']
['person', 'man', 'holding', 'hand', 'black']
['near', 'cap', 'holding', 'right', 'school']
['man', 'smiling', 'posing', 'pose', 'standing']
['man', 'picture', 'talking', 'beneath', 'holding']
['table', 'sitting', 'children', 'group', 'girls']
['woman', 'pretty', 'mirror', 'man', 'face']
['couch', 'bed', 'sitting', 'tv', 'chair']
['people', 'standing', 'men', 'woman', 'group']
['wedding', 'man', 'standing', 'holding', 'hands']
['picture', 'vintage', 'perched', 'potatoes', 'bathroom']
['man', 'face', 'head', 'talking', 'looking']
['bat', 'rainy', 'night', 'pickup', 'player']
['night', 'dark', 'traffic', 'red', 'lit']
['man', 'suit', 'sitting', 'tie', 'person']
['clocks', 'bird', 'bathroom', 'showing', 'picture']
['noodles', 'box', 'flower', 'pot', 'bowl']
['pictures', 'scissors', 'center', 'red', 'picture']
['air', 'used', 'showing', 'beneath', 'flying']
['tie', 'standing', 'wearing', 'picture', 'young']
['clocks', 'bathroom', 'bird', 'showing', 'picture']
['wearing', 'man', 'black', 'smiling', 'young']
['clocks', 'showing', 'hydrant', 'bird', 'banana']
['cell', 'phone', 'woman', 'holding', 'wedding']
['ground', 'cat', 'pavement', 'laying', 'lays']
['man', 'baseball', 'winter', 'dark', 'hat']
['costume', 'professional', 'frisbee', 'playing', 'game']
['beach', 'woman', 'laying', 'women', 'man']
['standing', 'man', 'woman', 'posing', 'smiling']
['standing', 'nintendo', 'holding', 'posing', 'man']
['young', 'man', 'woman', 'cell', 'brushing']
['donut', 'doughnut', 'young', 'smart', 'dressed']
['woman', 'pink', 'girl', 'dress', 'poses']
['animals', 'dry', 'floors', 'pillow', 'picture']
['man', 'sitting', 'looking', 'game', 'video']
['picture', 'bathroom', 'yellow', 'photo', 'showing']
['fancy', 'beneath', 'bathroom', 'showing', 'flight']
['shirt', 'smile', 'blue', 'man', 'holding']
['white', 'black', 'wearing', 'young', 'girl']
['night', 'air', 'team', 'fly', 'dark']
['gold', 'filled', 'wooden', 'inside', 'sitting']
['ripe', 'picture', 'gray', 'black', 'white']
['books', 'various', 'cell', 'different', 'table']
['green', 'sheep', 'features', 'cake', 'painted']
['man', 'staring', 'brushing', 'teeth', 'brush']
['bathroom', 'snowy', 'picture', 'clocks', 'stacked']
['pool', 'rainy', 'standing', 'cloudy', 'field']
['hit', 'motorcycle', 'holding', 'watch', 'motorcycles']
['woman', 'lady', 'girl', 'beautiful', 'young']
['man', 'shirt', 'red', 'guy', 'parking']
['man', 'sitting', 'restaurant', 'bus', 'laptop']
['ripe', 'commercial', 'bathroom', 'shorts', 'baseball']
['man', 'posing', 'player', 'picture', 'standing']
['black', 'dark', 'white', 'man', 'person']
['people', 'man', 'sitting', 'large', 'group']
['plain', 'eyes', 'young', 'wearing', 'talking']
['yellow', 'face', 'head', 'cat', 'tower']
['tie', 'suit', 'man', 'wearing', 'smiling']
['sky', 'blurry', 'showing', 'surfboard', 'white']
['man', 'wearing', 'phone', 'shirt', 'older']
['people', 'night', 'truck', 'city', 'group']
['case', 'box', 'man', 'suitcase', 'sheet']
['smart', 'sign', 'scissors', 'make', 'snowboard']
['sign', 'school', 'signs', 'hanging', 'make']
['eyes', 'clocks', 'sign', 'blue', 'stacked']
['sitting', 'statue', 'dog', 'stuffed', 'large']
['vehicles', 'parked', 'desk', 'christmas', 'scooter']
['lights', 'light', 'photo', 'room', 'sky']
['blue', 'holding', 'ear', 'posing', 'man']
['dog', 'dogs', 'birthday', 'picture', 'sitting']
['man', 'crowd', 'race', 'game', 'snowboarder']
['standing', 'people', 'men', 'man', 'talking']
['woman', 'standing', 'holding', 'dress', 'women']
['bed', 'laying', 'girl', 'sitting', 'book']
['baseball', 'swings', 'player', 'hitting', 'man']
['kite', 'scissors', 'white', 'round', 'orange']
['hair', 'woman', 'man', 'young', 'holding']
['clock', 'blue', 'control', 'night', 'lit']
['sign', 'photos', 'cell', 'talking', 'holding']
['man', 'brush', 'talking', 'poses', 'glasses']
['field', 'people', 'group', 'large', 'fancy']
['skateboard', 'ripe', 'showing', 'picture', 'surfboard']
['people', 'woman', 'standing', 'street', 'group']
['orange', 'sitting', 'pictures', 'showing', 'person']
['tie', 'man', 'suit', 'phone', 'black']
['woman', 'looking', 'phone', 'sitting', 'smiling']
['woman', 'red', 'holding', 'women', 'standing']
['screen', 'television', 'showing', 'tv', 'stacked']
['sitting', 'group', 'people', 'woman', 'men']
['sign', 'night', 'pointing', 'street', 'reads']
['woman', 'face', 'hair', 'girl', 'female']
['broccoli', 'bright', 'sitting', 'concrete', 'desert']
['bathroom', 'picture', 'throw', 'skateboard', 'flying']
['sign', 'lawn', 'blue', 'sky', 'standing']
['field', 'playing', 'grass', 'soccer', 'ball']
['truck', 'white', 'parked', 'cap', 'red']
['vase', 'old', 'picture', 'drawn', 'skiing']
['bathroom', 'screen', 'picture', 'birds', 'lays']
['woman', 'posing', 'holding', 'smiles', 'face']
['ties', 'posing', 'pose', 'standing', 'picture']
['photos', 'man', 'people', 'pictures', 'party']
['man', 'smiles', 'wearing', 'posing', 'black']
['woman', 'hair', 'brushing', 'posing', 'girl']
['man', 'hands', 'men', 'reads', 'business']
['cow', 'containers', 'looking', 'white', 'face']
['sitting', 'man', 'ship', 'blue', 'setting']
['man', 'cell', 'holding', 'smiling', 'woman']
['woman', 'clothes', 'lady', 'posing', 'poses']
['man', 'standing', 'shirt', 'holding', 'grass']
['man', 'posing', 'tiled', 'holding', 'striped']
['beach', 'young', 'laying', 'teddy', 'boy']
['bird', 'picture', 'bathroom', 'mushrooms', 'showing']
['sitting', 'woods', 'bench', 'woman', 'beautiful']
['clocks', 'showing', 'bright', 'screen', 'yellow']
['bathroom', 'pool', 'boarder', 'toilet', 'showing']
['blue', 'mouse', 'lying', 'like', 'food']
['wearing', 'woman', 'sandwich', 'holding', 'window']
['blurry', 'closeup', 'sitting', 'gold', 'round']
['people', 'large', 'blue', 'filled', 'men']
['commuter', 'tan', 'picture', 'flying', 'airplane']
['black', 'light', 'set', 'television', 'tv']
['landing', 'phone', 'sitting', 'cellphone', 'picture']
['clocks', 'bathroom', 'vintage', 'stacked', 'commuter']
['young', 'hair', 'woman', 'blue', 'girl']
['sheets', 'kite', 'coat', 'flying', 'man']
['herd', 'trees', 'graffiti', 'wooden', 'group']
['stacked', 'elephants', 'boarder', 'clocks', 'sign']
['room', 'sitting', 'people', 'computers', 'group']
['red', 'wearing', 'smile', 'black', 'jacket']
['black', 'photo', 'sign', 'white', 'way']
['train', 'variety', 'trains', 'station', 'different']
['woman', 'women', 'friends', 'girls', 'posing']
['decorative', 'scissors', 'white', 'displayed', 'blanket']
['smiling', 'camera', 'face', 'head', 'cups']
['people', 'street', 'city', 'man', 'outside']
['standing', 'posing', 'men', 'group', 'suitcases']
['white', 'black', 'sitting', 'dark', 'plain']
['man', 'standing', 'wearing', 'holding', 'male']
['smile', 'coat', 'says', 'wearing', 'standing']
['flock', 'baked', 'birds', 'flying', 'sky']
['man', 'chair', 'sitting', 'cell', 'sits']
['graffiti', 'player', 'performing', 'snowboarder', 'bag']
['group', 'crowd', 'people', 'men', 'game']
['sitting', 'black', 'ramp', 'man', 'riding']
['ties', 'men', 'suits', 'standing', 'group']
['car', 'parked', 'silver', 'grill', 'black']
['kites', 'ceiling', 'picture', 'vintage', 'shaped']
['green', 'player', 'man', 'sign', 'black']
['man', 'french', 'cover', 'ripe', 'showing']
['man', 'tie', 'holding', 'purple', 'shirt']
['man', 'posing', 'sign', 'racket', 'holding']
['plastic', 'container', 'round', 'face', 'surface']
['man', 'woman', 'sitting', 'working', 'kitchen']
['window', 'surfing', 'reflection', 'desk', 'view']
['boats', 'cars', 'snow', 'group', 'streets']
['sheets', 'bed', 'player', 'white', 'baseball']
['sign', 'holding', 'bear', 'woman', 'man']
['blue', 'surfboard', 'swings', 'lying', 'picture']
